pc1,pc2,pc3,image_url
4.800781,-0.242554,1.75293,https://i.ibb.co/VMfgvTC/animal-dog-996.jpg
-3.195312,-4.773438,-1.991211,https://i.ibb.co/rsDDJGJ/entertainment-animation-121.jpg
-3.560547,-4.769531,-1.37793,https://i.ibb.co/ZHbzrWn/entertainment-animation-186.jpg
-4.257812,-4.585938,-1.783203,https://i.ibb.co/JFtH0Ps/entertainment-animation-259.jpg
-4.039062,-5.066406,-1.701172,https://i.ibb.co/CJHBkN4/entertainment-animation-306.jpg
-3.853516,-4.9375,-1.583008,https://i.ibb.co/QCWqS6m/entertainment-animation-324.jpg
-4.21875,-4.761719,-1.675781,https://i.ibb.co/3pH0z4h/entertainment-animation-326.jpg
-4.039062,-4.960938,-1.761719,https://i.ibb.co/tsg2Z2n/entertainment-animation-337.jpg
-4.1875,-4.9375,-1.833984,https://i.ibb.co/Brq0Hr0/entertainment-animation-351.jpg
-3.712891,-4.886719,-1.613281,https://i.ibb.co/3ykct9v/entertainment-animation-36.jpg
-4.164062,-4.71875,-1.864258,https://i.ibb.co/vHgz8B2/entertainment-animation-389.jpg
-3.886719,-5.25,-1.561523,https://i.ibb.co/BG52fTj/entertainment-animation-404.jpg
-3.814453,-5.121094,-1.738281,https://i.ibb.co/mTJG7g9/entertainment-animation-409.jpg
-3.517578,-4.734375,-1.507812,https://i.ibb.co/Cv2yWpD/entertainment-animation-41.jpg
-3.970703,-4.539062,-1.623047,https://i.ibb.co/P5M5VJD/entertainment-animation-440.jpg
-4.167969,-4.5,-1.640625,https://i.ibb.co/3dw0tgr/entertainment-animation-447.jpg
-3.986328,-4.839844,-1.761719,https://i.ibb.co/1Jqkz3d/entertainment-animation-456.jpg
-3.820312,-5.074219,-1.898438,https://i.ibb.co/QQYnP7R/entertainment-animation-514.jpg
-3.447266,-4.800781,-1.53125,https://i.ibb.co/Fx20pYp/entertainment-animation-517.jpg
-4.179688,-5.046875,-1.853516,https://i.ibb.co/7NDk7g4/entertainment-animation-575.jpg
-3.880859,-5.273438,-1.817383,https://i.ibb.co/VtQzMB8/entertainment-animation-589.jpg
-3.673828,-4.601562,-2.097656,https://i.ibb.co/ZHj16kZ/entertainment-animation-590.jpg
-3.783203,-3.271484,-1.408203,https://i.ibb.co/nz7K3Wd/entertainment-animation-650.jpg
-4.121094,-4.195312,-1.744141,https://i.ibb.co/1s4p7ks/entertainment-animation-688.jpg
-3.816406,-4.925781,-1.782227,https://i.ibb.co/tbTKKjY/entertainment-animation-734.jpg
-3.964844,-4.761719,-1.629883,https://i.ibb.co/PQfg70P/entertainment-animation-791.jpg
-3.603516,-4.367188,-1.367188,https://i.ibb.co/9Z87DtH/entertainment-animation-792.jpg
-3.677734,-5.152344,-1.637695,https://i.ibb.co/V30vhVL/entertainment-animation-799.jpg
-4.050781,-4.542969,-1.555664,https://i.ibb.co/nDs62w5/entertainment-animation-81.jpg
-3.53125,-4.820312,-1.988281,https://i.ibb.co/vL46LFy/entertainment-animation-816.jpg
-3.572266,-5.035156,-1.847656,https://i.ibb.co/b7d9WdK/entertainment-animation-86.jpg
-3.484375,0.191528,2.662109,https://i.ibb.co/98YjgPz/entertainment-celeb-1015.jpg
-3.716797,-0.25708,2.652344,https://i.ibb.co/zP5Jqyk/entertainment-celeb-1061.jpg
-3.101562,-1.269531,2.214844,https://i.ibb.co/vHzptXW/entertainment-celeb-1099.jpg
-3.734375,-1.175781,2.158203,https://i.ibb.co/cL13yrp/entertainment-celeb-1154.jpg
-3.480469,-1.113281,2.441406,https://i.ibb.co/MZj3H9n/entertainment-celeb-1286.jpg
-4.015625,-1.029297,2.648438,https://i.ibb.co/jk2CbrV/entertainment-celeb-1374.jpg
-3.958984,-0.765625,2.84375,https://i.ibb.co/pJrTwg0/entertainment-celeb-1413.jpg
-3.974609,-0.671875,2.789062,https://i.ibb.co/5YWh35D/entertainment-celeb-1420.jpg
-3.994141,-0.934082,2.849609,https://i.ibb.co/Y87G9hg/entertainment-celeb-1431.jpg
-3.291016,-1.597656,2.396484,https://i.ibb.co/BtQ0sFz/entertainment-celeb-1499.jpg
-3.578125,-1.05957,2.4375,https://i.ibb.co/7GHRXZy/entertainment-celeb-1572.jpg
-3.976562,-0.59375,2.962891,https://i.ibb.co/fSwHs0h/entertainment-celeb-1706.jpg
-4.066406,-0.836426,2.972656,https://i.ibb.co/hXd6L65/entertainment-celeb-1708.jpg
-3.697266,-1.1875,2.837891,https://i.ibb.co/7pgL8N9/entertainment-celeb-172.jpg
-3.195312,-0.533691,2.71875,https://i.ibb.co/K2bVHX9/entertainment-celeb-1742.jpg
-3.796875,-0.552734,2.986328,https://i.ibb.co/Rvw3Vkf/entertainment-celeb-19.jpg
-3.880859,-0.501465,2.597656,https://i.ibb.co/tmmy1kM/entertainment-celeb-206.jpg
-3.123047,-1.811523,2.320312,https://i.ibb.co/pZqp0Wq/entertainment-celeb-237.jpg
-3.791016,-0.241455,2.777344,https://i.ibb.co/dghsznT/entertainment-celeb-290.jpg
-3.429688,-0.421875,2.558594,https://i.ibb.co/DRjQdW2/entertainment-celeb-308.jpg
-4.085938,-0.252441,2.996094,https://i.ibb.co/qjFfWJV/entertainment-celeb-407.jpg
-3.757812,-0.856934,2.748047,https://i.ibb.co/0mtQ0qg/entertainment-celeb-483.jpg
-3.5625,-0.898438,2.580078,https://i.ibb.co/z7b35C9/entertainment-celeb-510.jpg
-3.855469,-0.944336,3.023438,https://i.ibb.co/YDPdhsV/entertainment-celeb-539.jpg
-3.431641,-1.058594,2.53125,https://i.ibb.co/ZXLzpqs/entertainment-celeb-609.jpg
-3.833984,0.490234,2.232422,https://i.ibb.co/FxyBgRL/entertainment-celeb-667.jpg
-3.738281,-1.119141,2.560547,https://i.ibb.co/FhWbVj1/entertainment-celeb-750.jpg
-3.71875,-0.577637,2.433594,https://i.ibb.co/Sy97h8q/entertainment-celeb-787.jpg
-3.666016,-0.854004,2.652344,https://i.ibb.co/c6Qd86j/entertainment-celeb-858.jpg
-3.509766,-0.729004,2.427734,https://i.ibb.co/1spzxsx/entertainment-celeb-885.jpg
-3.037109,5.601562,-1.175781,https://i.ibb.co/K7S26R7/vehicle-car-110.jpg
-2.933594,6.53125,-1.094727,https://i.ibb.co/L8yPQcm/vehicle-car-124.jpg
-3.119141,6.121094,-1.166992,https://i.ibb.co/4gJXbDB/vehicle-car-136.jpg
-3.039062,6.542969,-1.253906,https://i.ibb.co/5rZc3Yq/vehicle-car-160.jpg
-3.128906,5.371094,-1.255859,https://i.ibb.co/Vq2SvS6/vehicle-car-161.jpg
-3.009766,6.03125,-0.991211,https://i.ibb.co/xjqdM9z/vehicle-car-180.jpg
-2.980469,5.886719,-0.950195,https://i.ibb.co/5L1CnHW/vehicle-car-20.jpg
-2.876953,6.4375,-1.424805,https://i.ibb.co/N6BSKX1/vehicle-car-207.jpg
-2.673828,6.957031,-0.966797,https://i.ibb.co/MfRhBxh/vehicle-car-217.jpg
-3.443359,6.375,-1.003906,https://i.ibb.co/tZf8XYb/vehicle-car-22.jpg
-2.349609,4.964844,-1.107422,https://i.ibb.co/VHJKR7F/vehicle-car-271.jpg
-2.228516,5.058594,-0.975098,https://i.ibb.co/31Wq04N/vehicle-car-276.jpg
-3.339844,6.835938,-1.041016,https://i.ibb.co/4JmxSL2/vehicle-car-28.jpg
-1.893555,6.511719,-0.790527,https://i.ibb.co/PckzFd6/vehicle-car-314.jpg
-3.132812,6.835938,-1.016602,https://i.ibb.co/8MgLkWV/vehicle-car-425.jpg
-2.953125,6.382812,-0.839844,https://i.ibb.co/4N7NDWf/vehicle-car-515.jpg
-2.691406,5.953125,-0.467041,https://i.ibb.co/QDcjr1p/vehicle-car-550.jpg
-3.105469,6.394531,-1.003906,https://i.ibb.co/K2z2xG4/vehicle-car-601.jpg
-2.857422,6.222656,-1.056641,https://i.ibb.co/C9cnfhY/vehicle-car-611.jpg
-2.691406,6.660156,-1.092773,https://i.ibb.co/HXWK4Zb/vehicle-car-639.jpg
-1.985352,6.339844,-1.017578,https://i.ibb.co/rGKNhXZ/vehicle-car-655.jpg
-2.117188,6.910156,-1.051758,https://i.ibb.co/9wSrh14/vehicle-car-664.jpg
-1.941406,6.355469,-1.106445,https://i.ibb.co/svf9d1m/vehicle-car-687.jpg
-2.529297,5.777344,-1.175781,https://i.ibb.co/W5W3QgT/vehicle-car-690.jpg
-2.666016,6.820312,-1.040039,https://i.ibb.co/gyW7YgR/vehicle-car-698.jpg
-2.884766,6.484375,-1.262695,https://i.ibb.co/PGtDTXY/vehicle-car-767.jpg
-1.920898,6.0,-1.264648,https://i.ibb.co/GCSQ42h/vehicle-car-772.jpg
-2.660156,6.851562,-1.09082,https://i.ibb.co/HVsGR5H/vehicle-car-795.jpg
-3.429688,6.972656,-1.141602,https://i.ibb.co/RycgzFH/vehicle-car-95.jpg
-3.058594,6.980469,-1.074219,https://i.ibb.co/zmGYBdR/vehicle-car-96.jpg
